codmpio;ano;p_achiote;p_aguacate;p_ahuyama;p_aji;p_algodon;p_amaranto;p_arracacha;p_arrozr;p_bananoe;p_cacao;p_cafe;p_calendula;p_canap;p_coco;p_frijol;p_frijola;p_limon;p_lulo;p_maizt;p_maiztr;p_malanga;p_mango;p_maracuya;p_melon;p_name;p_naranja;p_palmaa;p_patilla;p_pina;p_platano;p_sorgo;p_tomate;p_tomatea;p_yuca;p_zaragoza;vrf_peq;vrf_medianos;vrf_grandes;nuf_peq;nuf_medianos;nuf_grandes;y_total;y_corr;y_corr_tribut;y_corr_tribut_IyC;y_corr_tribut_gasol;y_corr_tribut_otros_1;y_corr_tribut_otros_2;y_no_tribut;y_transf;y_transf_nal;y_transf_otra;g_total;g_corr;g_func;g_func_personal;g_func_general;g_func_trans;g_int_deudap;g_otros;deficit;y_cap_regalias;y_cap_transf;y_cap_cofinan;y_cap_otros;g_cap_FBKF;g_cap_resto;deficit_total;finan_credito;finan_credito_desemb;finan_credito_amort;finan_credito_balance;% ingresos corrientes destinados a funcionamiento;Magnitud de la deuda;% ingresos transferencias;% ingresos propios;% gasto destinado a inversi?n;Capacidad de ahorro;Indicador de desempe?o fiscal;Posici?n nacional seg?n desempe?o fiscal;Posici?n departamental seg?n desempe?o fiscal;DI_eficacia;DI_eficiencia;DI_rlegales;DI_capadmin;DI_gestion;DI_desemp_int;DI_rango_indice;DI_p_nal;DI_p_dep;indesarrollo_mun;indesarrollo_dep;total_inv_educ;inv_tranporte;inv_cult;inv_agropecuario;inv_aguasani;inv_ambiental;inv_dllocomun;inv_dyr;inv_en_educacion;inv_equipamiento;inv_gruposvunera;inv_en_justicia;inv_prevdesastr;inv_en_salud;inv_en_vivienda;inv_total;categoria;SGP_total;SGP_educaciontot;SGP_educacion_ps;SGP_educacion_c;SGP_educacion_cg;SGP_educacion_cm;SGP_saludtot;SGP_salud_rs;SGP_salud_sp;SGP_salud_of;SGP_propgeneral_ap;SGP_agua;SGP_propgeneraltot;SGP_progeneral_ld;SGP_propgeneral_de;SGP_propgeneral_ct;SGP_propgeneral_li;SGP_progeneral_fp;SGP_alimescolar;SGP_riberenos;SGP_resgindigena;SGP_fp;SGP_pinfancia;IGA_total;IGA_contratacion;IGA_simat;IGA_regalias;IGA_dialogo_informacion;coddepto;codprovincia;depto;provincia;municipio;pobl_rur;pobl_urb;pobl_tot;indrural;sisben3_pobl_1;sisben3_pobl_2;sisben3_pobl_3;sisben3_pobl_4;sisben3_pobl_5;sisben3_pobl_6;sisben3_pobl_7;sisben3_pobl_8;sisben3_pobl_9;sisben3_pobl_10;desactilosivo;asalt_pob;incur_pob;terrorismot;secuestros;pirateria_terr;reten_ileg;hostig_MD;ataq_instpol;acc_subversivas;emboscada;cont_arm;homic_vict;homic_caso;homicidios;homi_tr;desmovilizados;capturas_MD;coca;eventos_minas;o_acto_terror;o_amenazas;o_delito_sex;o_desap_for;o_desplaza;o_homic;o_minas_anti;o_perd_mue;o_secuest;o_hsininfo;o_tortura;o_vinc_mened;desplazados_expulsion;desplazados_recepcion;hurto_pers;hurto_resi;hurto_auto;hurto_moto;hurto_comer;hurto_entfin;hurto_vehi;hurto;pobsimple_primaria;pobsimple_primaria_p;pobsimple_secund;pobsimple_secundaria_p;asistesc;asistesc_5_a_24;librosleidosprom;anos_est_mun;t_establ;t_establ_o;t_establ_p;docen_total;docen_oficial;docen_nooficial;alumn_total;alumn_oficial;alumn_nooficial;alumn_rural;alumn_urbano;alumn_pre;alumn_pri;alumn_sec;alumn_med;alumn_jov;alumn_acel;alumn_pre_o;alumn_pri_o;alumn_sec_o;alumn_med_o;alumn_jov_o;alumn_acel_o;alumn_pre_p;alumn_pri_p;alumn_sec_p;alumn_med_p;alumn_jov_p;alumn_acel_p;alumn_pre_u;alumn_pri_u;alumn_sec_u;alumn_med_u;alumn_jov_u;alumn_acel_u;alumn_pre_r;alumn_pri_r;alumn_sec_r;alumn_med_r;alumn_jov_r;alumn_acel_r;alumn_mpre;alumn_mpri;alumn_msec;alumn_mmed;alumn_mjov;alumn_macel;alumn_hpre;alumn_hpri;alumn_hsec;alumn_hmed;alumn_hjov;alumn_hacel;alumn_prejar;alumn_jardin;alumn_transi;alumn_pri1;alumn_pri2;alumn_pri3;alumn_pri4;alumn_pri5;alumn_sec6;alumn_sec7;alumn_sec8;alumn_sec9;alumn_med10;alumn_med11;alumn_med12;alumn_med13;alumn_cicloj1;alumn_cicloj2;alumn_cicloj3;alumn_cicloj4;alumn_cicloj5;alumn_cicloj6;alum_totalsu;alum_ruralsu;alum_urbanosu;alumn_presu;alumn_prisu;alumn_secsu;alumn_medsu;alumn_jovsu;alumn_presu_u;alumn_prisu_u;alumn_secsu_u;alumn_medsu_u;alumn_jovsu_u;alumn_presu_r;alumn_prisu_r;alumn_secsu_r;alumn_medsu_r;alumn_jovsu_r;alumn_mpresu;alumn_mprisu;alumn_msecsu;alumn_mmedsu;alumn_mjovsu;alumn_hpresu;alumn_hprisu;alumn_hsecsu;alumn_hmedsu;alumn_hjovsu;adies_serv_2;insc_tot_2;insc_ofic_1;insc_ofic_2;aadm_pres_2;matr_tot_1;matr_tot_2;matr_ofic_1;matr_ofic_2;grad_tot_1;grad_tot_2;grad_nofi_1;grad_nofi_2;grad_ofic_1;grad_ofic_2;s11_total;s11_leng;s11_mate;s11_filo;s11_biol;s11_quim;s11_fisi;s11_soci;s11_ingles;s11_total_ca;s11_total_cf;s11_total_jc;s11_total_jm;s11_total_jn;s11_total_js;s11_total_jt;s11_total_h;s11_total_m;s11_total_r;s11_total_u;s11_total_e1;s11_total_e2;s11_total_e3;s11_total_e4;s11_total_e5;s11_total_e6;s11_total_nt;s11_total_t;s11_total_epn;s11_total_epsi;s11_total_epsc;s11_total_ept;s11_total_emn;s11_total_emsi;s11_total_emsc;s11_total_emt;n_icfes;col_total;col_total_o;col_total_p;col_total_jn;col_total_js;col_total_jt;col_total_mx;col_total_m;col_total_f;subsidiado;cober_subsidiado;contributivo;especial;nacimientos;naci_bajopeso;defunciones;defun_menores;defun_ninez;TMI;prestadores;sedes;tacued;turbacued;truracued;taseo;turbaseo;truraseo;talcan;turbalcan;truralcan;icee_cm;icee_resto;icee_tot;catastro;g_ures_ani;g_ures_con;g_u_tot;cob_gres_pot;cob_gres_efec
44001;2010;102;128;122;227,5;;;;;17000;9,6;240;;;336;32,7;;125;;;855,4;152;390;1,5;;160;70;1782;208;;284;;184;;4218,5;;2375,863281;3698,097656;;346;53;;143463,242;16343,841;13328,296;3574,769;164,794;;7571,422;706,358;2309,187;2309,187;0;139388,5685;4721,988521;4706,154;2078,758;1275,789;1351,607;15,834521;;11621,85248;16612,792;105201,403;0;5305,206;14816,416;119850,164;4074,673479;-7308,189584;0;7308,189584;3233,516105;25,07506029;17,3325282;50,91192279;85,87120983;96,61235597;71,1084529;81,4;71;1;0;48,53833333;92,09;17,7;49,55003761;47,54459274;Bajo;940;9;0,415591377;0,266086303;;942892;300033;170769;9508200;8000;39480;576591;66078336;297346;3913058;654685;585621;32908570;477550;136574464;4;1,01E+11;64667534663;60311776435;4355758228;1053538000;3302220228;21248273591;19958561819;1289711772;0;;4034383665;5251054815;2182855290;151308378;113481281;2501967945;301441921;695949048;0;2693956826;2806521201;0;54,27278806;0;;;46,03028846;44;4458;La Guajira;Norte;Riohacha;34908;178183;213091;0,163817331;;;;;;;;;;;;0;0;7;2;1;0;0;0;0;0;0;0;0;100;15;0;169;1;3;25;52;7;;1721;150;;10;1;;1;1;1721;2929;170;112;18;74;77;1;92;377;;24703;;24179;;;;;96;59;37;1521;1108;413;43362;37619;5743;11905;31457;5356;22528;11839;3639;2057;50;3738;20050;10663;3168;1943;50;1618;2478;1176;471;114;0;3658;14506;10044;3249;1549;50;1698;8022;1795;390;508;0;2558;10872;5966;2062;1050;0;2798;11656;5873;1577;1007;0;494;586;4276;5529;5203;4533;3950;3313;3908;3051;2646;2234;2023;1616;0;0;269;232;402;521;563;70;4;0;4;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;17;1929;2447;1929;1314;7465;7484;7465;7484;289;638;59;17;230;621;46,72310257;47,63724518;47,28738403;48,36016846;47,79463959;47,48154449;48,29872131;47,14731598;47,56403732;47,80715942;41,03547287;54,78883743;48,2706871;41,05210114;40,64191437;43,24702835;47,05135727;46,48937607;43,27639389;47,38004303;44,4986496;49,03646088;54,31053162;55,52310181;;59,41819382;47,30522919;42,17879868;42,555233;44,01239395;46,92658615;52,79545975;41,65328598;44,33406067;46,70169067;52,14077377;1849;34;22;12;5;0;6;33;0;1;117396;1;61109;;3950;347;542;80;17;21,85;12;32;83,96;100;0;91,53;100;47,19;83,96;100;0;;;;25958;25158;23762;24136;96,91809845;91,54018402
44001;2011;115;148;204;460;;;;;22320;14;158,8;;;384;67,25;;100;;;1519,875;405;244;6;140,5;1233;52;2138,4;40;;420;;304;;29688;;3161,790771;4370,627441;2581;407;63;2;148601,9659;25424,17359;8597,930512;4171,744849;315,768;;1216,337085;671,858091;16154,38499;8909,554467;7244,830518;162553,6051;5849,819697;5849,819697;2777,540673;1049,448346;2022,830678;0;;19574,35389;22021,17068;100289,6775;2,428995;864,515139;22331,72108;134372,0643;-13951,63919;0;0;0;-13951,63919;27,18041392;0;88,30327503;33,81793505;96,40129809;76,99111172;71,02;314;8;0;59,61773538;9,72;62,41;66,71321952;34,01273873;Critico;1054;14;;;;;;;;;;;;;;;;;;;4;1,15E+11;75214394403;70605090332;4609304071;1090855000;3518449071;22397375161;20982581541;1414793620;0;;4894752562;5792880274;2416377578;156104854;117078638;2769628967;333690237;889215078;0;2872906521;3222837409;0;46,70099247;0;90,3887457;;28,36282739;44;4458;La Guajira;Norte;Riohacha;35623;186731;222354;0,160208493;27097;22217;18966;13629;10427;6607;3165;1633;583;121;;0;0;6;0;1;0;0;0;0;0;0;0;0;80;10;0;131;0;;6;56;2;;751;127;;5;;;;1;751;1500;164;74;17;98;71;1;115;326;;26113;;25105;;;;;191;153;38;1556;1112;444;51309;45040;6269;18733;32576;5936;27351;12259;3418;2345;;4220;24677;11021;2941;2181;;1716;2674;1238;477;164;;3460;14241;10058;3098;1719;;2476;13110;2201;320;626;;2941;13227;6197;1939;1113;;2995;14124;6062;1479;1232;;572;618;4746;5938;5987;5739;5356;4331;4133;3413;2567;2146;1888;1530;0;0;150;451;524;564;579;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2027;2418;2027;1518;7667;7308;7667;7308;324;469;29;65;295;404;46,77483749;47,46574783;47,55806351;46,69417191;47,36881256;48,58899307;48,69287109;47,50111771;48,25660706;48,04769516;39,97900391;53,36905289;48,77830887;40,12582397;38,17711639;43,39826202;46,7569313;46,78785324;44,71947861;47,08544159;44,57853317;49,47559738;54,05516434;60,27606201;56,97673035;;47,40538406;41,17528152;42,63383865;44,05754852;46,47495651;51,51826859;39,82825851;43,9851532;46,28573227;51,73642731;1851;22;11;11;2;0;1;21;0;1;158328;1;63181;809;4254;395;600;126;28;21,25193319;12;22;91,3;100;44,13;92,91;100;54,43;86,06;100;10,45;100;88,68572998;97,99863434;29954;26836;25145;25536;89,59070587;83,94538116
44001;2012;135;148;1182,5;1052,8;63,06037873;;;;23400;17,5;306,3;;;264;87,65;;125;;;7215;387;244;20;916,3;1116;70;2138,4;3385;;420;;1511,5;;29159;;1040,855103;2797,146973;2410;113;37;4;193297,675;21548,345;14919,982;4776,852;304,66;;2596,98;905,459;5722,904;5722,904;0;193156,983;7307,563;7307,563;3741,243;1687,809;1878,511;0;;14240,782;3848,882;157737,605;4736,15;5426,693;84493,927;101355,493;140,692;0;0;0;140,692;43,65853182;0;86,5553044;69,23957269;96,21677514;66,08759049;75,36;136;3;55,11081;60,81166667;29,92;87,84;81,59952374;56,8605001;Bajo;763;12;;;;;;;;;;;;;;;;;;;4;1,33E+11;81787169335;76042121330;5745048005;2000626000;3744422005;30306954252;28306230118;2000724134;0;;5640837130;6065263513;2547410675;281428227;211071170;2673568157;351785284;885061581;0;3108462836;4057926394;736390452;69,76835418;8,59375;89,0335654;;71,41454138;44;4458;La Guajira;Norte;Riohacha;36372;195281;231653;0,157010704;33402;24915;21613;15306;11584;7340;3555;1827;649;132;;0;0;18;5;0;0;0;0;0;0;0;4;1;78;17;;231;0;;55;105;6;4;710;66;1;10;2;;;;710;1514;229;87;12;134;80;0;146;408;;27479;;26301;;;;;239;194;45;2170;1636;534;52590;45252;7338;17249;35341;7434;26341;12534;3458;2823;;5276;23146;11217;2941;2672;;2158;3195;1317;517;151;;4605;15004;10393;3125;2214;;2829;11337;2141;333;609;;3635;12781;6313;1893;1339;;3799;13560;6221;1565;1484;;606;732;6096;6439;5832;5380;4525;4165;4225;3309;2841;2159;1940;1518;0;0;213;336;623;739;801;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1830;2379;1830;1329;7864;7911;7864;7911;337;646;27;57;310;589;46,89547729;47,18474197;48,02682114;47,5529213;47,02140808;47,90445328;48,19265366;47,90073776;46,89454651;48,64817429;40,83538437;55,49093628;48,97808456;40,86030197;40,20363998;43,86462784;47,20853806;46,65771866;45,34452057;47,18484497;45,11552429;49,66254044;54,55268478;54,8053093;;;47,7910347;41,99182129;41,90438843;44,33078003;46,05495453;52,68907166;41,16136169;44,35879517;45,92591858;53,13556671;1997;27;15;12;2;0;2;26;0;1;185472;1;64758;820;4533;386;579;114;28;19,12673987;12;21;86,24;100;0;91,81;100;40,49;86,17;99,91;0;100;71,42169952;95,21854401;30754;28530;27018;27426;92,76841736;87,85198975
44001;2013;95;156;354,5;697,5;;;;;51510,41619;24,5;298,5920816;;;288;35,95;;125;;;5097,5;730;312;28;249;1120;64;2268;360;;495;;504;;32415;;498,5655823;1042,137817;400;46;13;1;268273,636;24468,994;21286,246;10267,103;163,923;;6019,342;163,808;3018,94;2938,779;80,161;262481,054;9633,246;9633,246;4101,804;1893,882;3637,56;0;;14835,748;43924,814;199168,886;0;710,942;127187,557;125660,251;5792,582;0;0;0;5792,582;36,08;0;91,71;86,99;96,33;60,63;76,62;;;81,94237524;66,09166667;86,42;88,21;82,41427887;79,23897956;Satisfactorio;;;;;;;;;;;;;;;;;;;;;;1,52E+11;92073606272;85086609627;6986996645;1901362000;5085634645;32357902674;30613106418;1744796256;0;;7141372414;6412006987;2693042935;297517124;223137843;2826412680;371896405;1128089040;0;3434718683;4864153248;5036289388;65,07161708;0;96,28557336;73,75;73,67225539;44;4458;La Guajira;Norte;Riohacha;37171;203780;240951;0,154267877;35606;25967;23122;16230;12367;7922;4007;1930;644;106;;0;0;4;0;7;0;0;0;0;0;0;0;0;46;17;;300;0;1;15;78;8;;1059;31;;8;;;;;1059;1525;226;109;48;155;84;0;203;467;;28766;;27771;;;;;231;188;43;2348;1804;544;50964;43432;7532;16647;34317;6911;27408;13185;3460;2593;48;4787;24059;11698;2888;2413;48;2124;3349;1487;572;180;0;4430;15948;10828;3111;2247;48;2481;11460;2357;349;346;0;3353;13239;6679;1895;1247;0;3558;14169;6506;1565;1346;33;655;779;5477;7015;5994;5336;4786;4277;4525;3508;2824;2328;1836;1624;0;0;210;134;560;733;824;132;49;0;49;9;40;0;0;0;9;40;0;0;0;0;0;0;0;0;6;22;0;0;0;3;18;0;0;0;24;3164;2415;3164;2140;8209;9839;8209;9839;359;679;32;40;327;639;46,84508514;47,10194397;48,06186676;47,33271027;47,62608337;47,61560822;47,99032974;47,13645172;47,43683243;48,02038193;41,44787598;53,12195206;48,18028641;41,40576935;43,72158432;44,64044571;47,54037857;46,25432205;48,76198196;56,70963669;45,06819916;49,52797318;54,06936646;54,02313232;64,92626953;;;46,84508514;;46,84508514;;;;46,84508514;;;2153;24;13;11;1;0;2;23;0;1;189035;1;61316;810;4517;442;541;86;28;18,8312985;16;31;89,25;100;0,01;95,04;100;53,89;89,25;100;0,01;100;71,42169952;95,71226501;31204;30434;28602;29025;97,53236389;91,66132355
44001;2014;40;164;1110;1044;;;;;46602,43588;;310,6282478;;;288;93,75;;125;;;7631,5;312;272;;259;329;68;2367,5;155;;600;;1050;;10296;;797,2454834;2650,820557;;100;32;;323694,095;25214,562;21495,794;6998,774;163,74;;9282,888;514,217;3204,551;3036,008;168,543;317400,451;10330,695;10330,695;6306,052;2211,088;1813,555;0;;14883,867;62136,149;228036,429;0;8306,955;178213,147;128856,609;6293,644;0;0;0;6293,644;38,46635296;0;90,58200027;85,25150665;96,74521729;59,02885404;76,3311422;;;85,02;49,815;98,45;70,98396226;73,65755223;76,73563806;Satisfactorio;401;;;;;;;;;;;;;;;;;;;;;1,45E+11;98743923264;92724604351;6019318913;1868174000;4151144913;21813624381;19858447872;1955176509;0;;8455210313;6915044324;2904318616;320858057;240643542;3048151538;401072571;1123143319;0;3602079187;4807111435;0;76,45096629;99,543379;3,18837715;87,69834711;71,66604469;44;4458;La Guajira;Norte;Riohacha;38031;212205;250236;0,151980534;38852;27410;24762;17263;13284;8677;4577;2094;632;94;;0;0;1;3;4;0;0;0;0;0;0;0;0;60;37;;306;0;;16;118;118;;1401;27;;2;2;;1;1;1401;2061;326;103;59;224;101;0;283;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;2953;3382;2953;2197;10504;11153;10504;11153;219;789;21;25;198;764;46,99702835;60,42613602;47,59169388;49,68876266;34,39515305;46,93439102;43,53551102;49,1182785;48,03944778;46,9980011;;56,98917007;48,94113541;39,56461334;42,82359695;43,51209641;47,24098969;46,8141861;43,99602509;47,56973648;44,54844666;51,82052612;55,01149368;53,67081833;55,81690216;41,65276337;47,63316345;40,84231567;41,48963165;43,54798508;47,2508049;51,80942535;40,03830719;43,50040817;46,2600708;52,58333588;1746;32;;;;;;;;;143244;0,979807929;61183;3334;4992;439;604;89;22;18,48223741;18;33;84,92;100;0,08;93,06;100;54,03;84,92;100;0,08;100;71,42662811;95,71300507;37389;35676;32898;33350;95,41844177;87,9884491
44001;2015;3,5;132;116;245;;;;;52454,46993;;294,7796234;;;288;26,5;;100;;;166,35;20;24;;64;10;68;4022,12;85,5;;272;;135;;960;;571,9824829;846,9151001;;79;10;;328870,375;31654,12695;27756,80078;6847,587891;220,6990051;;15509,01953;394,7739868;3502,552002;3374,966064;127,5859985;345651,6563;14446,87012;13827,7793;7238,256836;2394,436035;4195,085938;619,0910034;;17207,25781;46880,34766;245402,7188;0;4933,205078;69651,85156;261552,9531;-16781,2793;16833,33203;17000;166,6670074;52,0530014;75,56081691;0,882924008;89,90107744;87,68777923;95,8203963;54,3602324;75,79240461;256;;78,05;66,34;51,2;83,61176471;79,70208466;68,82302116;Medio;726;;;;;;;;;;;;;;;;;;;;;1,85E+11;1,11E+11;1,04E+11;6567877106;1743049787;4824827319;50030603667;47315450436;2715153231;0;;8535974943;7562911249;3176422725;350919082;263189311;3333731279;438648852;1139930607;0;3851582758;1334676307;2069612758;80,43146146;97,27272727;98,40963169;100;78,59368421;44;4458;La Guajira;Norte;Riohacha;38957;220535;259492;0,150127947;41277;28266;25854;18165;13925;9254;4856;2146;644;94;;0;0;3;3;0;0;0;0;0;0;0;5;1;52;;;517;0;;10;112;19;;891;;;3;1;;1;;891;1061;415;89;42;347;148;2;389;694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;3698;4294;3698;1993;12046;13023;12046;13023;;;;;;;44,84088516;;45,40935135;;;;;;46,75862885;45,74867249;;51,7518692;48,31851196;38,60119629;39,62366486;43,36569977;45,42561722;44,40758133;;;42,95699692;48,15169907;52,47438431;52,69950485;61,34138489;;46,66004944;40,22106552;39,44139862;42,27898026;45,1092186;49,65281296;37,92380905;41,95957947;44,83438873;50,01128387;;30;;;;;;;;;145585;0,978413543;61759;3456;5110;416;620;82;23;19,18131837;18;38;84,79;100;0,08;92,72;100;52,19;84,79;100;0,08;100;71,42662674;95,71300192;44869;42092;35245;35733;93,81087494;78,55089569
44001;2016;40;120;978,5;461;;;;;32720;;297,2138069;;;288;69,5;;60;;;477,4;568;24;;228;882;60;2521,42;793;;315;;250;;13104;;488,2576904;895,0880737;;52;357;;370459,778;29774,536;24329,123;7686,13;227,282;;10775,634;1298,378;4147,035;3976,602;170,433;316075,4989;18478,44036;16412,02214;9193,85441;4156,49178;3061,67595;2066,418222;;11296,09564;51206,124;246146,476;0;43332,642;42349,75149;255247,3071;54384,27907;0;0;0;54384,27907;62,24;2,29;81,34;81,71;94,15;37,94;71,7;;;35,9737;69,03327213;92,99290769;76,27959166;73,9873654;67,99681131;Medio;308;;;;;;;;;;;;;;;;;;;;;2,00E+11;1,20E+11;1,13E+11;7146167205;1870535589;5275631616;53510112827;51256340382;2253772445;0;;8878572555;8904529249;3739902285;413170157;309877618;3980526742;461052447;1222802663;0;4257740905;1315345084;1989109468;67,24060974;79,67914439;93,08313156;75,91168091;50,20466553;44;4458;La Guajira;Norte;Riohacha;39963;228749;268712;0,148720562;44227;29110;26705;18894;14187;9614;5089;2218;625;93;;0;0;3;1;1;0;0;0;0;0;0;0;0;62;;;273;0;;1;55;3;;248;8;;1;;;;;248;315;530;137;75;378;169;2;453;911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93737;0,974991967;62682;3859;;;;;;;16;32;84,79;100;0,08;92,72;100;52,19;89,71;100;32,44;;;;45967;43026;37912;38425;93,60192871;82,47655487
44001;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,21E+11;1,42E+11;1,34E+11;8288391660;2559843564;5728548096;52352509158;50086784829;2265724329;0;;9493740336;8380029539;3519612406;388833371;291625028;4179958734;0;1251601046;0;4203996575;908829293;1906462428;;;;;;44;4458;La Guajira;Norte;Riohacha;41054;236814;277868;0,147746414;;;;;;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;55;;;249;0;1;;36;;;127;;;1;;;;;127;233;0;160;68;323;136;1;391;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44035;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;36,73146367;32,91044759;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4458;La Guajira;Norte;Albania;8441;8344;16785;0,502889514;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;;;;46;;;;;;;;46;173;;;;;;;;;;2231;;2064;;;;;1;1;0;2;2;0;65;65;0;65;0;30;35;0;0;;;30;35;0;0;;;0;0;0;0;;;0;0;0;0;;;30;35;0;0;;;;;;;;;;;;;;;0;0;30;13;11;7;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,77589798;55,13562012;56,44400406;54,23418808;55,91612244;62,32640076;58,85006332;;;43,75818253;;68,49324036;43,75818253;;;;53,08499908;66,3637619;;;;;;;;;;;;;;;;;;;56;;;;;;;;;;0;0;;;77;3;6;0;0;;;;;;;;;;;;;;;;;;;;;
44035;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6439,581;1488,031;1056,914;622,555;312,804;;51,894;196,335;234,782;234,782;0;6251,237;1184,24;1184,24;557,249;505,442;121,549;0;;303,791;3590,627;1330,433;0;30,49;3327,443;1739,554;188,344;0;0;0;-188,344;88,29019551;0;24,30616216;16,41277592;81,22869088;21,30923348;67,04;43;2;;;;;;;;;;51,20125619;35,36883358;837663;;48962;172901;1225578;;494922;184321;791868;565597;12900;10947;19545;628341;84350;5175220;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4458;La Guajira;Norte;Albania;8931;8672;17603;0,507356703;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;;;;9;5;;;;;;;9;135;;;;;;;;;;2310;;2231;;;;;12;10;2;115;43;72;2594;1646;948;2347;247;394;1479;562;159;;;176;1029;376;65;;;218;450;186;94;;;83;164;0;0;;;311;1315;562;159;;;;;;;;;;;;;;;56;91;247;475;339;255;234;176;190;160;116;96;89;70;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;58,20389557;53,12733841;53,65358734;55,76523209;59,5111084;57,4095192;56,98415375;;;42,24331284;;67,93595886;42,24331284;;;;61,87013245;55,50246048;;;;;;;;;;;;;;;;;;;66;2;1;1;0;0;0;2;0;0;2559;0,442875085;;;113;12;14;5;1;;;;;;;;;;;;;;;;;;;;;
44035;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8055,168;2800,419;2182,346;1472,516;296,239;;272,514;127,019;491,054;491,054;0;9525,984;1367,131;1367,131;673,615;562,621;130,895;0;;1433,288;4282,135;952,952;0;19,662;3263,911;4894,942;-1470,816;0;0;0;1470,816;45,94334611;0;17,92645417;27,09249515;85,64840126;51,18119824;75,2;6;1;;;;;;;;;;53,44438951;34,14209303;288219;0;41060;142886;1890087;145160;1606585;359976;731736;503588;0;0;0;579549;55134;8188853;6;1789845778;431386943;431386943;0;0;0;341305074;310813723;30491351;0;291337984;;695579330;276336851;49740633;21317414;348184432;0;30236437;0;0;0;0;;;;;;44;4458;La Guajira;Norte;Albania;9403;9028;18431;0,510173082;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;1;;;;;238;48;;;;;;;238;354;;;;;;;;;;2380;;2395;;;;;14;11;3;141;65;76;3067;2161;906;2868;199;521;1763;618;165;;;306;1354;427;74;;;215;409;191;91;;;70;129;0;0;;;451;1634;618;165;;;;;;;;;;;;;;;91;128;302;536;384;316;285;242;209;164;143;102;80;85;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;57,25576401;56,39707565;56,09437943;53,34513092;52,58949661;56,58901215;54,75799179;;;44,56807709;;66,46055603;44,42844391;;;;56,34857559;57,94522476;;;;;;;;;;;;;;;;;;;88;2;1;1;0;0;0;2;0;0;2629;0,441693367;;;149;12;12;2;2;;;;;;;;;;;;;;;;;;;;;
