codmpio;ano;p_achiote;p_aguacate;p_ahuyama;p_aji;p_algodon;p_amaranto;p_arracacha;p_arrozr;p_bananoe;p_cacao;p_cafe;p_calendula;p_canap;p_coco;p_frijol;p_frijola;p_limon;p_lulo;p_maizt;p_maiztr;p_malanga;p_mango;p_maracuya;p_melon;p_name;p_naranja;p_palmaa;p_patilla;p_pina;p_platano;p_sorgo;p_tomate;p_tomatea;p_yuca;p_zaragoza;vrf_peq;vrf_medianos;vrf_grandes;nuf_peq;nuf_medianos;nuf_grandes;y_total;y_corr;y_corr_tribut;y_corr_tribut_IyC;y_corr_tribut_gasol;y_corr_tribut_otros_1;y_corr_tribut_otros_2;y_no_tribut;y_transf;y_transf_nal;y_transf_otra;g_total;g_corr;g_func;g_func_personal;g_func_general;g_func_trans;g_int_deudap;g_otros;deficit;y_cap_regalias;y_cap_transf;y_cap_cofinan;y_cap_otros;g_cap_FBKF;g_cap_resto;deficit_total;finan_credito;finan_credito_desemb;finan_credito_amort;finan_credito_balance;% ingresos corrientes destinados a funcionamiento;Magnitud de la deuda;% ingresos transferencias;% ingresos propios;% gasto destinado a inversi?n;Capacidad de ahorro;Indicador de desempe?o fiscal;Posici?n nacional seg?n desempe?o fiscal;Posici?n departamental seg?n desempe?o fiscal;DI_eficacia;DI_eficiencia;DI_rlegales;DI_capadmin;DI_gestion;DI_desemp_int;DI_rango_indice;DI_p_nal;DI_p_dep;indesarrollo_mun;indesarrollo_dep;total_inv_educ;inv_tranporte;inv_cult;inv_agropecuario;inv_aguasani;inv_ambiental;inv_dllocomun;inv_dyr;inv_en_educacion;inv_equipamiento;inv_gruposvunera;inv_en_justicia;inv_prevdesastr;inv_en_salud;inv_en_vivienda;inv_total;categoria;SGP_total;SGP_educaciontot;SGP_educacion_ps;SGP_educacion_c;SGP_educacion_cg;SGP_educacion_cm;SGP_saludtot;SGP_salud_rs;SGP_salud_sp;SGP_salud_of;SGP_propgeneral_ap;SGP_agua;SGP_propgeneraltot;SGP_progeneral_ld;SGP_propgeneral_de;SGP_propgeneral_ct;SGP_propgeneral_li;SGP_progeneral_fp;SGP_alimescolar;SGP_riberenos;SGP_resgindigena;SGP_fp;SGP_pinfancia;IGA_total;IGA_contratacion;IGA_simat;IGA_regalias;IGA_dialogo_informacion;coddepto;codprovincia;depto;provincia;municipio;pobl_rur;pobl_urb;pobl_tot;indrural;sisben3_pobl_1;sisben3_pobl_2;sisben3_pobl_3;sisben3_pobl_4;sisben3_pobl_5;sisben3_pobl_6;sisben3_pobl_7;sisben3_pobl_8;sisben3_pobl_9;sisben3_pobl_10;desactilosivo;asalt_pob;incur_pob;terrorismot;secuestros;pirateria_terr;reten_ileg;hostig_MD;ataq_instpol;acc_subversivas;emboscada;cont_arm;homic_vict;homic_caso;homicidios;homi_tr;desmovilizados;capturas_MD;coca;eventos_minas;o_acto_terror;o_amenazas;o_delito_sex;o_desap_for;o_desplaza;o_homic;o_minas_anti;o_perd_mue;o_secuest;o_hsininfo;o_tortura;o_vinc_mened;desplazados_expulsion;desplazados_recepcion;hurto_pers;hurto_resi;hurto_auto;hurto_moto;hurto_comer;hurto_entfin;hurto_vehi;hurto;pobsimple_primaria;pobsimple_primaria_p;pobsimple_secund;pobsimple_secundaria_p;asistesc;asistesc_5_a_24;librosleidosprom;anos_est_mun;t_establ;t_establ_o;t_establ_p;docen_total;docen_oficial;docen_nooficial;alumn_total;alumn_oficial;alumn_nooficial;alumn_rural;alumn_urbano;alumn_pre;alumn_pri;alumn_sec;alumn_med;alumn_jov;alumn_acel;alumn_pre_o;alumn_pri_o;alumn_sec_o;alumn_med_o;alumn_jov_o;alumn_acel_o;alumn_pre_p;alumn_pri_p;alumn_sec_p;alumn_med_p;alumn_jov_p;alumn_acel_p;alumn_pre_u;alumn_pri_u;alumn_sec_u;alumn_med_u;alumn_jov_u;alumn_acel_u;alumn_pre_r;alumn_pri_r;alumn_sec_r;alumn_med_r;alumn_jov_r;alumn_acel_r;alumn_mpre;alumn_mpri;alumn_msec;alumn_mmed;alumn_mjov;alumn_macel;alumn_hpre;alumn_hpri;alumn_hsec;alumn_hmed;alumn_hjov;alumn_hacel;alumn_prejar;alumn_jardin;alumn_transi;alumn_pri1;alumn_pri2;alumn_pri3;alumn_pri4;alumn_pri5;alumn_sec6;alumn_sec7;alumn_sec8;alumn_sec9;alumn_med10;alumn_med11;alumn_med12;alumn_med13;alumn_cicloj1;alumn_cicloj2;alumn_cicloj3;alumn_cicloj4;alumn_cicloj5;alumn_cicloj6;alum_totalsu;alum_ruralsu;alum_urbanosu;alumn_presu;alumn_prisu;alumn_secsu;alumn_medsu;alumn_jovsu;alumn_presu_u;alumn_prisu_u;alumn_secsu_u;alumn_medsu_u;alumn_jovsu_u;alumn_presu_r;alumn_prisu_r;alumn_secsu_r;alumn_medsu_r;alumn_jovsu_r;alumn_mpresu;alumn_mprisu;alumn_msecsu;alumn_mmedsu;alumn_mjovsu;alumn_hpresu;alumn_hprisu;alumn_hsecsu;alumn_hmedsu;alumn_hjovsu;adies_serv_2;insc_tot_2;insc_ofic_1;insc_ofic_2;aadm_pres_2;matr_tot_1;matr_tot_2;matr_ofic_1;matr_ofic_2;grad_tot_1;grad_tot_2;grad_nofi_1;grad_nofi_2;grad_ofic_1;grad_ofic_2;s11_total;s11_leng;s11_mate;s11_filo;s11_biol;s11_quim;s11_fisi;s11_soci;s11_ingles;s11_total_ca;s11_total_cf;s11_total_jc;s11_total_jm;s11_total_jn;s11_total_js;s11_total_jt;s11_total_h;s11_total_m;s11_total_r;s11_total_u;s11_total_e1;s11_total_e2;s11_total_e3;s11_total_e4;s11_total_e5;s11_total_e6;s11_total_nt;s11_total_t;s11_total_epn;s11_total_epsi;s11_total_epsc;s11_total_ept;s11_total_emn;s11_total_emsi;s11_total_emsc;s11_total_emt;n_icfes;col_total;col_total_o;col_total_p;col_total_jn;col_total_js;col_total_jt;col_total_mx;col_total_m;col_total_f;subsidiado;cober_subsidiado;contributivo;especial;nacimientos;naci_bajopeso;defunciones;defun_menores;defun_ninez;TMI;prestadores;sedes;tacued;turbacued;truracued;taseo;turbaseo;truraseo;talcan;turbalcan;truralcan;icee_cm;icee_resto;icee_tot;catastro;g_ures_ani;g_ures_con;g_u_tot;cob_gres_pot;cob_gres_efec
44090;2015;;435;200;0;;;;2534,265021;20732,6155;187,8;209,1592274;;228;2796;13,74656972;;230;;;106;824;250;;0;1248;475;1802,62;0;;2735;;128,25;;1380;;875,6774292;250;;101;1;;39933,57813;7804,858887;6442,763184;1387,23999;48,06600189;;4302,762207;31,54899979;1330,546997;1263,937988;66,60900116;33931,77734;2677,22998;2312,175049;1463,39502;582,4630127;266,3169861;365,0549927;;5127,628906;2501,977051;20518,89453;49,22200012;9058,625;7000,337891;24254,20703;6001,801758;1127,925049;2055,180908;927,2559814;7129,727051;53,3764401;10,09795915;60,81300804;82,54810241;92,10996206;65,69790691;79,01221042;123;;32,83;43,69833333;77,17;87,93333333;83,47277188;59,2927763;Bajo;929;;;;;;;;;;;;;;;;;;;;;16075845740;1479214612;0;1479214612;574529065;904685547;7701073769;7308938686;392135083;0;;1504393388;3020988270;1268815073;140173856;105130392;1506868949;0;261972315;0;1504218432;237722205;366262749;66,15928657;88;95,52178043;59,63846154;50,61993565;44;4458;La Guajira;Norte;Dibulla;27595;5388;32983;0,8366431;7758;4363;3292;2473;1816;1206;709;319;97;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;46;0;;4;61;12;;344;;;6;;;;;344;71;6;1;0;1;4;0;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,31949997;;42,93020248;;;;;;44,45729065;42,92876434;;42,85588837;43,33192825;;;42,67443466;42,2732048;42,35003281;;;42,28615189;42,95027161;37,47145844;;;;43,00570297;;38,9246521;42,50281525;42,36746597;45,27067566;38,94518661;41,47506714;42,87586975;46,65420532;;4;;;;;;;;;28159;0,967929328;1043;411;286;23;51;4;3;20,21678338;2;17;89,6;100;87,4;89,6;100;87,4;46,55;50;45,82;100;58,05805806;70,73204806;4680;4323;3239;3293;92,37179565;69,20940399
44090;2016;;435;568;50;;;;2558,986924;15120;187,8;219,668613;;266;2796;43,65230006;;125;;;876,6;1216;250;;60;2676;475;1466,38;80;;2635;;479,55;;3432;;128,8251953;326,5495605;400;14;4;2;41579,432;7352,653;5856,884;1081,239;39,262;;3992,9;41,525;1454,244;1449,455;4,789;33781,18508;3221,157082;2783,345;2246,566;533,235;3,544;437,812082;;4131,495918;4,131;24427,271;0;9795,377;4775,592;25784,436;7798,246918;-589,952495;189,611;779,563495;7208,294423;64,73;13,14;62,24;79,66;90,46;56,19;75,15;;;88,2869;12,78075793;36,38014835;14,856;45,00535209;45,61328959;Bajo;27;;;;;;;;;;;;;;;;;;;;;17728817936;1718316860;0;1718316860;624298044;1094018816;8285705776;7846641625;439064151;0;;1680454276;3454485728;1450884006;160288138;120216103;1723097481;0;334561454;0;1658317723;240449019;356527100;47,01794586;52,94117647;99,90987511;51,80433455;7,858868289;44;4458;La Guajira;Norte;Dibulla;28611;5577;34188;0,836872578;8146;4346;3406;2555;1829;1269;734;320;92;12;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;22;0;;;23;6;;165;;;7;;;;;165;33;7;5;3;5;5;0;8;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15883;0,959956465;1347;427;;;;;;;2;17;100;100;100;100;100;100;28,64;100;13,79;;;;4900;4569;3359;3418;93,24489594;68,55102539
44090;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17042843318;1647263308;0;1647263308;603274860;1043988448;8216649302;7776425331;440223971;0;;1716077865;3047481499;1279942230;141403142;106052356;1520083771;0;264928597;0;1635918484;168843745;345680518;;;;;;44;4458;La Guajira;Norte;Dibulla;29651;5753;35404;0,837504208;;;;;;;;;;;;0;0;0;3;0;0;0;0;0;0;0;0;0;14;;;61;0;;;4;2;;118;;;2;;;;;118;23;0;4;1;6;6;0;7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44098;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1784,773;293,721;48,853;22,504;1,922;;5,49;115,039;129,829;129,829;0;1869,396;566,023;469,114;221,281;193,877;53,956;96,909;;-272,302;0;1203,712;192,251;95,089;428,112;875,261;-84,623;-28;0;28;112,623;199,1029182;32,68389515;74,71768118;5,359897309;69,72161062;-92,70770561;45,85;918;12;;;;;;;;;;37,96203438;32,91044759;312875;;;101859;199863;0;0;56432;294754;77703;0;0;0;531735;13330;1421228;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4482;La Guajira;Sur;Distracción;6661;3124;9785;0,680735826;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1;;;17;;;275;51;;17;2;;;;275;159;;;;;;;;;;1167;;1186;;;;;20;20;0;140;140;0;2578;2578;0;2211;367;481;1436;521;140;;;481;1436;521;140;;;0;0;0;0;;;74;293;0;0;;;407;1143;521;140;;;;;;;;;;;;;;;68;137;276;383;301;303;247;202;158;148;103;112;87;53;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,0942421;45,33931732;48,4822998;46,33003235;44,45048523;43,39635468;47,10759735;;;43,0942421;;;43,26397324;41,43937302;;;42,94430542;43,21294022;;;;;;;;;;;;;;;;;;;43;;;;;;;;;;1623;0,430722882;;;151;6;8;2;1;;;;;;;;;;;;;;;;;;;;;
44098;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1946,58;382,81;86,677;8,129;18,93;;5,482;130,696;165,437;165,437;0;2727,986;639,473;542,915;283,424;183,363;76,128;96,558;;-256,663;0;1143,805;150,092;269,873;601,35;1487,163;-781,406;106,331;218;111,669;675,075;124,4543969;24,57301215;67,25857658;4,452783857;74,64536079;-85,3141245;49,32;843;9;;;;;;;;;;38,53273605;35,36883358;467597;;24503;51263;265629;;0;115498;346529;150252;15994;0;0;710344;107387;2286565;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4482;La Guajira;Sur;Distracción;6891;3289;10180;0,676915526;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;3;;;102;6;;1;;;;;102;51;;;;;;;;;;1197;;1270;;;;;20;20;0;145;145;0;2678;2678;0;2251;427;560;1491;480;147;;;560;1491;480;147;;;0;0;0;0;;;114;313;0;0;;;446;1178;480;147;;;;;;;;;;;;;;;116;187;257;381;312;301;258;239;151;118;112;99;97;50;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;44,63353729;43,73852158;47,32397461;44,25564575;45,64408875;47,04460907;49,81902695;;;44,63353729;;;44,92770386;41,78993988;;;45,5965538;43,78382111;;;;;;;;;;;;;;;;;;;32;2;2;0;1;0;0;2;0;0;2405;0,635251856;;;166;9;13;3;0;;;;;;;;;;;;;;;;;;;;;
44098;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2571,996;419,829;60,481;11,468;0,8;;7,161;125,043;234,305;234,305;0;2828,102;580,623;509,363;234,448;212,239;62,676;71,26;;-160,794;0;1691,799;211;249,368;789,996;1457,483;-256,106;-229,511;0;229,511;485,617;139,268264;18,50225253;74,88751927;2,351519987;79,46951701;-38,29987924;41,74;992;13;;;;;;;;;;37,6519751;34,14209303;353937;162696;16698;48501;380149;38472;0;56198;357047;402511;2000;0;500;823863;9487;2482332;6;1734625155;375258082;375258082;0;0;0;490387817;288565267;37161432;164661118;232989888;;556271243;220993116;39778761;17048040;278451326;0;24180794;0;55537334;0;0;;;;;;44;4482;La Guajira;Sur;Distracción;7140;3464;10604;0,673330843;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;0;;;19;1;;67;29;;7;;;1;;67;155;;;;;;;;;;1228;;1360;;;;;20;20;0;137;137;0;2718;2718;0;2253;465;598;1508;480;132;;;598;1508;480;132;;;0;0;0;0;;;134;331;0;0;;;464;1177;480;132;;;;;;;;;;;;;;;140;195;263;375;329;291;252;261;157;108;109;106;79;53;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;44,23997498;43,7320137;44,17327499;49,46437836;44,5496788;45,9114418;49,72119904;;;44,23997498;;;43,88899612;47,75645065;;;45,26135635;43,21858978;;;;;;;;;;;;;;;;;;;42;2;2;0;1;0;0;2;0;0;2481;0,652436658;;;192;2;16;2;1;;;;;;;;;;;;;;;;;;;;;
44098;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2326,859;468,905;166,335;7,78;94,446;;51,413;28,399;274,171;274,171;0;2727,863;395,081;388,17;290,322;97,848;0;6,911;;73,824;0;1511,268;0;346,686;943,798;1388,984;-401,004;-20,07;0;20,07;421,074;92,39221418;18,47230481;76,73172289;7,148477841;85,51683131;15,74391401;52,22;726;8;;;;;;;;;;37,82537636;34,76325401;238169;3839;32046;22235;668858;21900;0;52851;238169;3498;2000;3000;0;853939;0;2359763;6;1794165104;202569127;0;202569127;0;202569127;495622773;327900249;32848988;134873536;296848000;;708734669;281563149;50681367;21720586;354769567;0;30808292;0;59582238;0;0;;;;;;44;4482;La Guajira;Sur;Distracción;7404;3642;11046;0,670287907;;;;;;;;;;;0;0;0;1;14;0;0;0;0;0;0;0;0;0;7;0;1;;0;1;1;24;;3;226;79;;13;4;;1;;226;252;1;0;4;0;0;0;4;5;;1259;;1446;;;;;7;7;0;87;87;0;2048;2048;0;1811;237;432;1114;392;110;;;432;1114;392;110;;;0;0;0;0;;;55;182;0;0;;;377;932;392;110;;;;;;;;;;;;;;;39;118;275;305;241;221;181;166;142;111;73;66;64;46;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;47,39095306;42,6423378;49,90739059;47,16638184;45,25740433;47,95578384;54,24398422;;;47,39095306;;;48,20748138;43,07501984;;;46,81508255;48,08199692;;;;;;;;;;;;;;;;;;;44;2;2;0;1;0;0;2;0;0;3089;0,808869123;;;180;5;23;4;0;;;;;;;;;;;;;;;;;;;;;
44098;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2098,166;520,161;172,678;14,535;33,542;;70,375;85,32;262,163;262,163;0;2275,238;374,17;374,17;257,022;111,652;5,496;0;;145,991;0;1578,005;0;0;400,272;1500,796;-177,072;0;0;0;177,072;63,59785873;20,48572358;87,70364213;8,229949394;83,55468747;28,06650249;53,39;763;11;;;;;;;;;;36,94304461;33,80823717;82151;4397;27548;5000;312239;4500;800;56735;82151;32200;4700;12978;0;988727;1500;2178584;6;1730131641;103268532;0;103268532;0;103268532;612918484;431784203;42135351;138998930;273073728;;651972769;259013018;26641338;19981004;346337409;0;28340885;0;60557246;0;0;;;;;;44;4482;La Guajira;Sur;Distracción;7684;3818;11502;0,66805774;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;;0;;;2;;4;44;4;;10;1;;;;44;35;0;0;0;0;0;0;0;0;;1294;;1526;;;;;17;17;0;90;90;0;1936;1936;0;1526;410;324;1103;402;107;52;;324;1103;402;107;52;;0;0;0;0;0;;69;341;0;0;0;;255;762;402;107;52;;152;538;174;47;24;;172;565;228;60;28;;0;37;287;291;236;207;208;161;126;121;91;64;58;49;0;0;0;14;16;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;46,58060074;47,44408798;47,46614075;50,96883392;47,56971741;46,9927597;50,55778503;;;46,58060074;;;47,05760574;41,33358002;;;49,6219101;43,7826004;;;;;;;;;;;;;;;;;;;48;2;2;0;1;0;0;2;0;0;3966;1,034399657;;;216;8;20;2;1;;;;;;;;;;;;;;;;;;;;;
44098;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3418,791;673,763;182,073;21,934;41,783;;83,373;19,402;472,288;472,288;0;4147,709;453,547;453,547;311,757;136,216;5,574;0;;220,216;0;2111,628;586,907;46,493;1599,583;2094,579;-728,918;0;0;0;728,918;58,05403566;11,67748698;75,57981754;5,325654595;89,06512005;32,68448995;58,08156418;554;10;0;31,46;44,05;21,63044449;39,85600434;34,6098013;;1059;;38,0898681;33,65022265;230387;91540;50062;0;1049836;0;6000;218852;230387;30396;4750;15378;600;1269124;4000;3707845;6;2597756355;115158646;0;115158646;0;115158646;611597880;426767994;46486007;138343879;517132512;;1234671389;490505092;50451952;37838964;655875381;0;53670463;0;65525465;0;0;;;;;;44;4482;La Guajira;Sur;Distracción;7979;3983;11962;0,667028904;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;;0;;;;;;67;18;;1;;;;;67;67;0;3;0;0;0;0;0;3;1424;1335;1499;1595;;;;6,713105202;9;9;0;88;88;0;1424;1424;0;950;474;276;977;171;0;38;;276;977;171;0;38;;0;0;0;0;0;;120;354;0;0;38;;156;623;171;0;0;;136;478;74;0;14;;140;499;97;0;24;;23;43;210;268;208;177;166;158;59;43;38;31;0;0;0;0;8;13;7;5;0;5;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;0;0;;;0;0;41,36635208;40,57804871;46,7282753;45,24427414;44,77781296;43,39975739;45,84286499;;;41,36635208;;;41,67993164;40,57194901;;;41,66828918;41,07559586;;;;;;;;;;;;;;;;;;;53;2;2;0;1;0;0;2;0;0;6051;0,925937261;;;156;7;26;0;2;27,79;;;60,7078853;98,52440409;36,04737232;;;;50,80645161;87,28717367;27,01702443;;;;;;;;;
44098;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;5436,173043;857,348043;221,307;21,043;10,044;;147,259;22,282;613,759043;613,759043;0;4329,861;746,564;719,693;608,353;105,766;5,574;26,871;;110,784043;131,883;3168,567;429,701;848,674;1612,048;1971,249;1106,312043;0;0;0;-1106,312043;72,00418718;7,838259077;69,57699862;4,071007274;82,75778368;12,92171177;55,38;827;12;42,56;33,945;60,75;7,197619048;31,28963988;40,68740997;Bajo;981;9;49,97829232;43,76966;365884;262834;90049;121001;559614;7629;9650;48571;239904;5199;0;19427;0;543437;0;2380399;6;3303340088;116646124;0;116646124;0;116646124;723765891;554014795;38872763;130878333;658890560;;1573123538;624963948;64282006;48211504;835666080;0;68382785;0;69718316;92812872;0;;;;;;44;4482;La Guajira;Sur;Distracción;8260;4131;12391;0,666612864;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;8;;0;;;4;;;41;18;;;;;;;41;29;4;3;0;0;0;0;0;7;;1379;;1653;;;;;9;9;0;80;80;0;1312;1312;0;941;371;216;936;160;0;11;;216;936;160;0;11;;0;0;0;0;0;;79;292;0;0;11;;137;644;160;0;0;;91;440;70;0;3;;125;496;90;0;8;;7;11;198;258;212;180;153;133;50;49;33;28;0;0;0;0;0;0;4;3;3;1;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;0;0;;;0;0;44,16138077;45,83153915;45,29229736;47,51267242;46,39222336;47,33999252;48,13824081;42,85672379;;44,16138077;;;45,13945007;40,24098206;;49,14113235;44,3033638;43,97422409;;;;;;;;;;;;;;;;;;;51;2;2;0;1;0;0;2;0;0;6051;0,883744706;;;179;10;22;4;1;26,68;;;;;;;;;;;;;;;843;811;539;543;96,2040329;63,93831635
44098;2007;;16;;;4;;;2726;;1,2;15;;;;24;;8;;;192;80;45;;;;;;;;70;75;90;;900;;6,480000019;205,772995;;1;5;;4914,736;982,961;342,489;68,482;39,561;;197,514;74,994;565,478;565,478;0;6445,449;401,839;401,839;302,184;97,772;1,883;0;;581,122;79,746;3453,937;0;398,092;2782,42;3261,19;-1530,713;-61,121;0;61,121;1591,834;34,70093491;2,715954631;81,78292791;6,968614387;93,76553906;59,1195378;68,98;232;5;0;12,87833333;82,4;6,206368799;37,59444179;33,21819378;Critico;1023;6;51,26645938;48,67141088;;1372350;51852;167456;565312;115053;550;93058;281164;6994;8840;16344;4000;1239096;5100;4436530;6;3271056602;127292292;0;127292292;0;127292292;898799600;771382575;41838540;85578485;594991232;;1420561708;564354822;58047925;43535943;754623018;0;61751010;0;75776861;91883905;0;;;;;;44;4482;La Guajira;Sur;Distracción;8521;4268;12789;0,66627568;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;;0;;;5;;;87;14;;2;6;;;;87;44;6;1;0;1;3;0;1;10;;1422;;1701;;;;;8;8;0;83;83;0;1941;1941;0;1032;909;269;1113;446;113;26;;269;1113;446;113;26;;0;0;0;0;0;;115;434;263;97;26;;154;679;183;16;0;;130;509;233;45;12;;139;604;213;68;14;;0;0;269;241;258;212;208;194;127;140;102;77;68;45;0;0;0;2;8;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;0;;;0;0;43,3703804;46,11815262;47,93471146;46,70618057;43,1338768;47,26185608;44,71434021;44,44514847;49,79372406;43,3703804;;;43,91535187;38,8743782;;;43,33964157;43,39950562;48,97681046;49,63458633;;49,63458633;;;;;;;;;;49,63458633;;;;49,63458633;74;2;2;0;1;0;0;2;0;0;7792;1;;;151;12;32;7;0;25,57;;;;;;;;;;;;;;;843;881;709;714;104,5077133;84,10438538
44098;2008;;20;;28;;;;4934;;2;21;;;;63;;10;;;255;80;60;;;;;;;;136;;250;;900;;20,5;;;3;;;6767,213;1215,029;472,012;179,083;43,041;;182,884;55,038;687,979;687,979;0;6564,677;563,909;537,036;345,903;191,133;0;26,873;;651,12;0;4216,867;1271,141;64,176;2142,048;3858,72;202,536;-133,482265;0;133,482265;-69,053735;36,77896881;0;72,47955695;6,974983645;91,40995056;53,58884438;70,14;178;7;40,09;35,33666667;90,11;43,016;56,57643761;55,52827607;Bajo;689;1;56,32412799;49,89838952;;2028886;68667;100179;531190;9000;2000;114828;457210;74889;58748;61778;12000;2822623;12000;7123562;6;4031704727;158713718;0;158713718;35970000;122743718;1216866686;1085746458;72962733;58157495;;523261747;1762271217;710407213;60889158;45666869;945307977;0;24418275;0;80182758;109247298;156743028;;;;;;44;4482;La Guajira;Sur;Distracción;8779;4405;13184;0,665882885;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;;0;;;3;;;49;6;;4;;;;;49;51;4;2;0;3;2;0;3;8;;1460;;1741;;;;;8;8;0;79;79;0;2082;2082;0;1186;896;276;1209;478;119;79;;276;1209;478;119;79;;0;0;0;0;0;;77;469;264;86;24;;199;740;214;33;55;;124;549;237;54;47;;152;660;241;65;32;;0;0;276;302;223;283;195;206;153;114;131;80;63;56;0;0;25;30;10;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;0;;;0;0;42,93230057;46,60350418;45,76006699;45,69158173;44,40224457;44,80806732;46,92442703;44,2851181;46,78267288;42,93230057;;37,99155045;43,212677;41,52283859;;;41,84185791;44,0881691;41,61211395;43,55467224;41,61158371;46,22977066;;;;;43,29649353;37,93767166;45,85662842;41,93992615;44,52124023;43,14041901;41,09074402;41,9955368;43,00257111;47,62017441;103;3;3;0;1;0;0;3;0;0;7792;0,751615704;;;185;12;35;3;1;24,46;;;79,33;100;42,32;76,98;100;35,77;79,33;100;42,32;;;;881;881;758;766;100;86,03858948
